날짜,측정소명,미세먼지,초미세먼지,오존,"이산화질소
NO2 (ppm)","일산화탄소
CO (ppm)","아황산가스
SO2(ppm)"
2019-02-15,동작구,41,32,0.019,0.038,0.5,0.004
2019-02-15,마포구,40,29,0.016,0.038,0.5,0.005
2019-02-15,서대문구,35,28,0.017,0.029,1,0.004
2019-02-15,서초구,35,24,0.015,0.037,0.4,0.004
2019-02-15,성동구,45,31,0.024,0.043,0.5,0.003
2019-02-15,성북구,37,21,0.015,0.041,0.8,0.004
2019-02-15,송파구,37,24,0.011,0.042,0.6,0.004
2019-02-15,양천구,49,31,0.013,0.044,0.6,0.004
2019-02-15,영등포구,43,35,0.007,0.06,0.7,0.005
2019-02-15,용산구,35,29,0.011,0.043,0.6,0.004
2019-02-15,은평구,36,25,0.021,0.028,0.7,0.005
2019-02-15,종로구,36,24,0.015,0.038,0.7,0.003
2019-02-15,중구,38,25,0.017,0.039,0.6,0.003
2019-02-15,중랑구,36,29,0.012,0.035,0.7,0.006
2019-02-14,평균,53,27,0.012,0.043,0.7,0.005
2019-02-14,강남구,49,34,0.009,0.041,0.6,0.006
2019-02-14,강동구,51,28,0.011,0.044,0.6,0.005
2019-02-14,강북구,49,25,0.016,0.033,0.6,0.003
2019-02-14,강서구,69,28,0.013,0.043,0.6,0.008
2019-02-14,관악구,60,31,0.007,0.051,0.6,0.005
2019-02-14,광진구,49,24,0.012,0.039,0.9,0.004
2019-02-14,구로구,55,21,0.009,0.038,0.4,0.006
2019-02-14,금천구,57,31,0.008,0.051,0.7,0.005
2019-02-14,노원구,50,27,0.012,0.041,0.7,0.007
2019-02-14,도봉구,48,26,0.017,0.031,0.6,0.005
2019-02-14,동대문구,49,34,0.013,0.05,0.6,0.009
2019-02-14,동작구,57,34,0.009,0.052,0.6,0.005
2019-02-14,마포구,61,28,0.011,0.044,0.6,0.006
2019-02-14,서대문구,50,26,0.013,0.033,1.1,0.006
2019-02-14,서초구,49,18,0.01,0.044,0.4,0.005
2019-02-14,성동구,61,31,0.013,0.048,0.6,0.004
2019-02-14,성북구,49,21,0.013,0.045,0.8,0.005
2019-02-14,송파구,55,24,0.013,0.043,0.6,0.004
2019-02-14,양천구,65,30,0.011,0.048,0.7,0.006
2019-02-14,영등포구,57,32,0.007,0.059,0.9,0.006
2019-02-14,용산구,40,26,0.01,0.045,0.6,0.005
2019-02-14,은평구,55,24,0.016,0.035,0.7,0.006
2019-02-14,종로구,44,22,0.014,0.041,0.7,0.004
2019-02-14,중구,46,23,0.013,0.043,0.6,0.004
2019-02-14,중랑구,43,27,0.014,0.032,0.6,0.007
2019-02-13,평균,39,20,0.022,0.027,0.5,0.005
2019-02-13,강남구,37,27,0.018,0.027,0.5,0.006
2019-02-13,강동구,41,25,0.02,0.029,0.5,0.004
2019-02-13,강북구,40,20,0.03,0.016,0.5,0.003
2019-02-13,강서구,44,20,0.025,0.025,0.5,0.005
2019-02-13,관악구,41,22,0.018,0.033,0.4,0.004
2019-02-13,광진구,35,17,0.021,0.027,0.8,0.004
2019-02-13,구로구,36,13,0.019,0.026,0.3,0.006
2019-02-13,금천구,41,23,0.019,0.033,0.5,0.004
2019-02-13,노원구,39,23,0.025,0.019,0.5,0.006
2019-02-13,도봉구,35,18,0.028,0.018,0.5,0.005
2019-02-13,동대문구,35,24,0.023,0.031,0.5,0.008
2019-02-13,동작구,43,26,0.022,0.031,0.5,0.004
2019-02-13,마포구,42,20,0.023,0.027,0.5,0.006
2019-02-13,서대문구,39,20,0.023,0.019,0.9,0.005
2019-02-13,서초구,36,12,0.022,0.027,0.3,0.005
2019-02-13,성동구,47,23,0.023,0.029,0.5,0.004
2019-02-13,성북구,35,16,0.024,0.027,0.6,0.004
2019-02-13,송파구,39,17,0.018,0.033,0.5,0.004
2019-02-13,양천구,44,22,0.021,0.031,0.5,0.004
2019-02-13,영등포구,42,22,0.01,0.044,0.6,0.005
2019-02-13,용산구,31,21,0.017,0.033,0.5,0.004
2019-02-13,은평구,41,18,0.027,0.02,0.6,0.006
2019-02-13,종로구,34,17,0.022,0.027,0.6,0.004
2019-02-13,중구,38,20,0.027,0.026,0.5,0.004
2019-02-13,중랑구,32,21,0.024,0.02,0.6,0.007
2019-02-12,평균,59,38,0.022,0.032,0.7,0.006
2019-02-12,강남구,57,48,0.018,0.029,0.7,0.006
2019-02-12,강동구,58,41,0.015,0.041,0.7,0.005
2019-02-12,강북구,66,40,0.033,0.017,0.7,0.004
2019-02-12,강서구,67,38,0.024,0.031,0.7,0.006
2019-02-12,관악구,63,40,0.019,0.037,0.6,0.006
2019-02-12,광진구,54,33,0.017,0.035,1,0.005
2019-02-12,구로구,57,30,0.021,0.03,0.5,0.008
2019-02-12,금천구,59,40,0.019,0.037,0.7,0.005
2019-02-12,노원구,59,42,0.023,0.027,0.7,0.007
2019-02-12,도봉구,53,34,0.029,0.02,0.7,0.006
2019-02-12,동대문구,57,43,0.022,0.029,0.7,0.009
2019-02-12,동작구,62,46,0.022,0.036,0.7,0.004
2019-02-12,마포구,61,35,0.022,0.035,0.7,0.006
2019-02-12,서대문구,57,40,0.026,0.022,1,0.005
2019-02-12,서초구,55,28,0.023,0.03,0.5,0.005
2019-02-12,성동구,71,42,0.022,0.036,0.7,0.005
2019-02-12,성북구,53,31,0.023,0.032,0.9,0.005
2019-02-12,송파구,56,31,0.013,0.043,0.8,0.005
2019-02-12,양천구,69,42,0.021,0.037,0.8,0.005
2019-02-12,영등포구,60,44,0.01,0.055,0.8,0.005
2019-02-12,용산구,50,39,0.018,0.037,0.7,0.005
2019-02-12,은평구,60,33,0.032,0.02,0.8,0.007
2019-02-12,종로구,53,32,0.024,0.03,0.8,0.005
2019-02-12,중구,55,34,0.031,0.027,0.7,0.005
2019-02-12,중랑구,51,37,0.021,0.027,0.8,0.008
2019-02-11,평균,39,23,0.021,0.026,0.6,0.005
2019-02-11,강남구,36,30,0.017,0.024,0.5,0.006
2019-02-11,강동구,42,28,0.017,0.03,0.5,0.004
2019-02-11,강북구,47,27,0.027,0.016,0.5,0.003
2019-02-11,강서구,43,22,0.023,0.026,0.5,0.006
2019-02-11,관악구,41,24,0.02,0.031,0.5,0.005
2019-02-11,광진구,35,20,0.02,0.025,0.8,0.004
2019-02-11,구로구,32,14,0.022,0.024,0.3,0.007
2019-02-11,금천구,41,26,0.02,0.03,0.6,0.004
2019-02-11,노원구,45,29,0.02,0.024,0.6,0.006
2019-02-11,도봉구,37,22,0.028,0.015,0.6,0.005
2019-02-11,동대문구,36,26,0.024,0.02,0.5,0.008
2019-02-11,동작구,41,29,0.023,0.029,0.5,0.004
2019-02-11,마포구,39,19,0.024,0.027,0.5,0.005
2019-02-11,서대문구,38,22,0.022,0.019,0.9,0.004
2019-02-11,서초구,32,13,0.023,0.024,0.3,0.004
2019-02-11,성동구,47,24,0.024,0.026,0.5,0.004
2019-02-11,성북구,39,21,0.021,0.029,0.7,0.004
2019-02-11,송파구,37,18,0.017,0.031,0.5,0.004
2019-02-11,양천구,42,24,0.017,0.032,0.6,0.004
2019-02-11,영등포구,40,26,0.012,0.044,0.7,0.005
2019-02-11,용산구,31,23,0.019,0.029,0.5,0.004
2019-02-11,은평구,42,21,0.025,0.021,0.8,0.006
2019-02-11,종로구,35,20,0.022,0.024,0.6,0.004
2019-02-11,중구,37,22,0.027,0.024,0.5,0.004
2019-02-11,중랑구,35,25,0.018,0.025,0.6,0.007
2019-02-10,평균,42,23,0.018,0.025,0.5,0.005
2019-02-10,강남구,39,30,0.015,0.023,0.5,0.005
2019-02-10,강동구,44,27,0.014,0.03,0.5,0.004
2019-02-10,강북구,50,27,0.022,0.02,0.5,0.003
2019-02-10,강서구,45,23,0.024,0.02,0.5,0.005
2019-02-10,관악구,44,24,0.016,0.032,0.5,0.005
2019-02-10,광진구,38,22,0.016,0.026,0.7,0.003
2019-02-10,구로구,37,15,0.019,0.023,0.3,0.007
2019-02-10,금천구,43,26,0.016,0.031,0.5,0.004
2019-02-10,노원구,47,28,0.018,0.022,0.6,0.006
2019-02-10,도봉구,41,23,0.023,0.017,0.5,0.004
2019-02-10,동대문구,42,27,0.02,0.021,0.5,0.008
2019-02-10,동작구,46,28,0.016,0.033,0.5,0.004
2019-02-10,마포구,43,20,0.019,0.028,0.5,0.005
2019-02-10,서대문구,41,22,0.018,0.021,0.9,0.004
2019-02-10,서초구,38,15,0.019,0.026,0.3,0.004
2019-02-10,성동구,46,26,0.02,0.026,0.5,0.004
2019-02-10,성북구,42,20,0.018,0.027,0.7,0.004
2019-02-10,송파구,42,19,0.014,0.031,0.6,0.004
2019-02-10,양천구,45,25,0.019,0.025,0.5,0.004
2019-02-10,영등포구,41,26,0.011,0.034,0.7,0.005
2019-02-10,용산구,33,23,0.016,0.027,0.5,0.004
2019-02-10,은평구,41,21,0.023,0.019,0.8,0.006
2019-02-10,종로구,39,21,0.019,0.025,0.6,0.004
2019-02-10,중구,41,23,0.022,0.025,0.5,0.004
2019-02-10,중랑구,37,24,0.017,0.022,0.5,0.007
2019-02-09,평균,36,17,0.024,0.018,0.5,0.004
2019-02-09,강남구,35,23,0.019,0.018,0.4,0.005
2019-02-09,강동구,36,20,0.021,0.02,0.4,0.004
2019-02-09,강북구,42,19,0.031,0.009,0.4,0.003
2019-02-09,강서구,37,16,0.029,0.015,0.4,0.005
2019-02-09,관악구,37,18,0.023,0.021,0.4,0.005
2019-02-09,광진구,32,16,0.022,0.019,0.6,0.004
2019-02-09,구로구,30,8,0.026,0.015,0.3,0.006
2019-02-09,금천구,37,19,0.024,0.021,0.5,0.004
2019-02-09,노원구,37,21,0.024,0.014,0.4,0.005
2019-02-09,도봉구,32,15,0.03,0.009,0.5,0.004
2019-02-09,동대문구,34,19,0.026,0.015,0.4,0.008
2019-02-09,동작구,41,22,0.025,0.02,0.4,0.003
2019-02-09,마포구,39,15,0.023,0.022,0.4,0.005
2019-02-09,서대문구,37,18,0.025,0.012,0.7,0.003
2019-02-09,서초구,32,9,0.025,0.017,0.3,0.004
2019-02-09,성동구,41,18,0.026,0.018,0.4,0.003
2019-02-09,성북구,37,16,0.026,0.016,0.6,0.004
2019-02-09,송파구,36,14,0.018,0.026,0.5,0.003
2019-02-09,양천구,39,18,0.023,0.02,0.5,0.004
2019-02-09,영등포구,37,19,0.012,0.031,0.6,0.005
2019-02-09,용산구,30,17,0.019,0.024,0.4,0.004
2019-02-09,은평구,38,16,0.028,0.014,0.7,0.006
2019-02-09,종로구,34,16,0.026,0.015,0.5,0.004
2019-02-09,중구,35,17,0.03,0.015,0.4,0.003
2019-02-09,중랑구,30,18,0.024,0.017,0.5,0.007
2019-02-08,평균,32,17,0.017,0.026,0.5,0.004
2019-02-08,강남구,27,19,0.012,0.027,0.5,0.005
2019-02-08,강동구,34,20,0.013,0.031,0.5,0.004
2019-02-08,강북구,35,19,0.024,0.015,0.4,0.003
2019-02-08,강서구,33,15,0.023,0.02,0.4,0.004
2019-02-08,관악구,35,18,0.014,0.033,0.4,0.005
2019-02-08,광진구,29,17,0.014,0.029,0.6,0.003
2019-02-08,구로구,28,9,0.016,0.024,0.3,0.006
2019-02-08,금천구,33,19,0.016,0.03,0.5,0.004
2019-02-08,노원구,33,20,0.019,0.019,0.4,0.005
2019-02-08,도봉구,26,15,0.024,0.015,0.8,0.004
2019-02-08,동대문구,31,20,0.018,0.022,0.4,0.008
2019-02-08,동작구,37,21,0.015,0.032,0.4,0.003
2019-02-08,마포구,34,15,0.018,0.026,0.4,0.004
2019-02-08,서대문구,31,16,0.02,0.016,0.7,0.003
2019-02-08,서초구,27,10,0.016,0.028,0.3,0.004
2019-02-08,성동구,40,20,0.015,0.03,0.4,0.003
2019-02-08,성북구,36,15,0.018,0.026,0.7,0.003
2019-02-08,송파구,32,14,0.012,0.034,0.5,0.003
2019-02-08,양천구,35,17,0.017,0.026,0.5,0.004
2019-02-08,영등포구,34,20,0.009,0.041,0.7,0.005
2019-02-08,용산구,26,16,0.012,0.032,0.5,0.003
2019-02-08,은평구,30,14,0.024,0.017,0.7,0.005
2019-02-08,종로구,29,15,0.018,0.024,0.5,0.003
2019-02-08,중구,30,16,0.02,0.024,0.5,0.003
2019-02-08,중랑구,27,17,0.016,0.024,0.5,0.006
2019-02-07,평균,61,32,0.027,0.016,0.5,0.004
2019-02-07,강남구,57,36,0.018,0.017,0.5,0.005
2019-02-07,강동구,62,35,0.025,0.018,0.4,0.004
2019-02-07,강북구,76,38,0.034,0.006,0.5,0.003
2019-02-07,강서구,66,30,0.03,0.014,0.4,0.004
2019-02-07,관악구,61,32,0.026,0.018,0.3,0.004
2019-02-07,광진구,57,31,0.024,0.017,0.7,0.004
2019-02-07,구로구,56,23,0.028,0.013,0.3,0.006
2019-02-07,금천구,61,31,0.028,0.017,0.5,0.003
2019-02-07,노원구,65,36,0.025,0.015,0.5,0.005
2019-02-07,도봉구,55,31,0.033,0.008,1,0.004
2019-02-07,동대문구,59,35,0.027,0.013,0.4,0.008
2019-02-07,동작구,65,35,0.028,0.018,0.4,0.003
2019-02-07,마포구,57,29,0.028,0.018,0.4,0.004
2019-02-07,서대문구,61,33,0.027,0.011,0.7,0.002
2019-02-07,서초구,58,25,0.03,0.013,0.3,0.004
2019-02-07,성동구,69,36,0.028,0.018,0.4,0.003
2019-02-07,성북구,67,32,0.028,0.016,0.7,0.003
2019-02-07,송파구,57,28,0.02,0.024,0.5,0.003
2019-02-07,양천구,66,32,0.025,0.019,0.5,0.003
2019-02-07,영등포구,60,33,0.021,0.022,0.5,0.005
2019-02-07,용산구,55,33,0.022,0.02,0.5,0.002
2019-02-07,은평구,64,30,0.031,0.012,0.7,0.005
2019-02-07,종로구,59,29,0.026,0.017,0.5,0.003
2019-02-07,중구,59,29,0.033,0.015,0.5,0.003
2019-02-07,중랑구,55,32,0.027,0.016,0.5,0.006
2019-02-06,평균,96,35,0.015,0.043,0.8,0.005
2019-02-06,강남구,85,35,0.013,0.034,0.6,0.006
2019-02-06,강동구,88,34,0.012,0.042,0.6,0.005
2019-02-06,강북구,106,35,0.018,,0.7,0.004
2019-02-06,강서구,109,35,0.014,0.051,0.8,0.006
2019-02-06,관악구,110,43,0.014,0.051,0.7,0.006
2019-02-06,광진구,93,34,0.012,0.038,0.8,0.004
2019-02-06,구로구,101,31,0.016,0.041,0.6,0.008
2019-02-06,금천구,83,31,0.016,0.046,0.7,0.005
2019-02-06,노원구,95,37,0.012,0.045,0.8,0.007
2019-02-06,도봉구,95,35,0.017,0.034,1.6,0.005
2019-02-06,동대문구,93,39,0.014,0.034,0.7,0.009
2019-02-06,동작구,98,37,0.017,0.048,0.7,0.004
2019-02-06,마포구,109,39,0.014,0.052,0.8,0.005
2019-02-06,서대문구,98,39,0.015,0.037,1,0.005
2019-02-06,서초구,96,29,0.014,0.043,0.6,0.004
2019-02-06,성동구,104,38,0.014,0.043,0.7,0.004
2019-02-06,성북구,102,30,0.012,0.05,1,0.005
2019-02-06,송파구,91,31,0.013,0.043,0.7,0.005
2019-02-06,양천구,102,35,0.012,0.056,0.9,0.004
2019-02-06,영등포구,100,41,0.033,0.044,0.6,0.004
2019-02-06,용산구,82,32,0.012,0.045,0.7,0.001
2019-02-06,은평구,100,33,0.019,0.035,0.9,0.007
2019-02-06,종로구,86,29,0.014,0.047,0.9,0.005
2019-02-06,중구,90,31,0.015,0.047,0.7,0.005
2019-02-06,중랑구,83,32,0.01,0.037,0.6,0.007
2019-02-05,평균,85,28,0.013,0.041,0.7,0.005
2019-02-05,강남구,72,30,0.011,0.034,0.6,0.006
2019-02-05,강동구,78,29,0.01,0.041,0.6,0.005
2019-02-05,강북구,88,28,0.014,0.035,0.7,0.003
2019-02-05,강서구,95,28,0.013,0.048,0.8,0.005
2019-02-05,관악구,101,34,0.013,0.049,0.7,0.006
2019-02-05,광진구,84,27,0.009,0.038,0.7,0.004
2019-02-05,구로구,96,26,0.014,0.04,0.5,0.008
2019-02-05,금천구,81,28,0.013,0.044,0.7,0.005
2019-02-05,노원구,80,30,0.01,0.042,0.7,0.007
2019-02-05,도봉구,83,28,0.014,0.035,1.5,0.005
2019-02-05,동대문구,82,33,0.012,0.038,0.7,0.009
2019-02-05,동작구,87,29,0.014,0.046,0.6,0.004
2019-02-05,마포구,103,31,0.014,0.05,0.8,0.005
2019-02-05,서대문구,90,30,0.014,0.031,1.1,0.006
2019-02-05,서초구,82,20,0.013,0.041,0.5,0.004
2019-02-05,성동구,95,32,0.016,0.042,0.6,0.004
2019-02-05,성북구,87,26,0.009,0.053,1.1,0.004
2019-02-05,송파구,86,23,0.012,0.041,0.6,0.004
2019-02-05,양천구,91,29,0.012,0.051,0.8,0.005
2019-02-05,영등포구,95,35,0.026,0.037,0.5,0.004
2019-02-05,용산구,69,25,0.011,0.041,0.6,0.004
2019-02-05,은평구,92,24,0.017,0.031,0.8,0.006
2019-02-05,종로구,73,24,0.011,0.047,0.9,0.005
2019-02-05,중구,76,25,0.011,0.046,0.7,0.004
2019-02-05,중랑구,68,24,0.012,0.03,0.6,0.007
2019-02-04,평균,72,36,0.025,0.02,0.5,0.004
2019-02-04,강남구,69,41,0.02,0.018,0.5,0.005
2019-02-04,강동구,75,41,0.021,0.023,0.5,0.004
2019-02-04,강북구,85,40,0.03,0.012,0.5,0.003
2019-02-04,강서구,81,34,0.025,0.021,0.5,0.005
2019-02-04,관악구,72,36,0.023,0.023,0.4,0.005
2019-02-04,광진구,68,35,0.022,0.021,0.6,0.004
2019-02-04,구로구,65,25,0.026,0.017,0.3,0.006
2019-02-04,금천구,68,34,0.024,0.024,0.5,0.003
2019-02-04,노원구,78,42,0.022,0.019,0.6,0.005
2019-02-04,도봉구,68,34,0.03,0.011,1.3,0.004
2019-02-04,동대문구,76,43,0.025,0.016,0.5,0.008
2019-02-04,동작구,74,39,0.025,0.023,0.5,0.003
2019-02-04,마포구,72,32,0.023,0.024,0.5,0.004
2019-02-04,서대문구,73,40,0.023,0.016,0.8,0.004
2019-02-04,서초구,67,29,0.025,0.018,0.3,0.003
2019-02-04,성동구,79,40,0.029,0.022,0.5,0.003
2019-02-04,성북구,75,36,0.024,0.023,0.8,0.003
2019-02-04,송파구,69,31,0.02,0.024,0.5,0.003
2019-02-04,양천구,77,37,0.022,0.025,0.5,0.004
2019-02-04,영등포구,67,34,0.039,0.017,0.3,0.004
2019-02-04,용산구,65,39,0.019,0.025,0.5,0.003
2019-02-04,은평구,77,34,0.028,0.016,0.7,0.005
2019-02-04,종로구,69,34,0.025,0.019,0.6,0.003
2019-02-04,중구,71,35,0.028,0.021,0.5,0.003
2019-02-04,중랑구,68,36,0.023,0.019,0.5,0.006
2019-02-03,평균,39,30,0.017,0.029,0.7,0.004
2019-02-03,강남구,39,31,0.011,0.028,0.6,0.005
2019-02-03,강동구,36,29,0.014,0.033,0.6,0.004
2019-02-03,강북구,41,27,0.021,0.023,0.7,0.003
2019-02-03,강서구,40,29,0.015,0.034,0.7,0.004
2019-02-03,관악구,45,36,0.013,0.037,0.6,0.004
2019-02-03,광진구,44,30,0.017,0.025,0.7,0.003
2019-02-03,구로구,36,28,0.016,0.028,0.5,0.005
2019-02-03,금천구,39,32,0.012,0.037,0.7,0.003
2019-02-03,노원구,42,32,0.013,0.036,0.7,0.005
2019-02-03,도봉구,37,27,0.021,0.02,1.6,0.004
2019-02-03,동대문구,37,31,0.014,0.023,0.6,0.008
2019-02-03,동작구,40,31,0.017,0.035,0.7,0.003
2019-02-03,마포구,43,35,0.017,0.032,0.6,0.003
2019-02-03,서대문구,36,28,0.023,0.017,0.8,0.002
2019-02-03,서초구,36,25,0.015,0.03,0.5,0.003
2019-02-03,성동구,43,34,0.018,0.03,0.7,0.002
2019-02-03,성북구,33,23,0.018,0.031,0.9,0.003
2019-02-03,송파구,38,31,0.012,0.035,0.7,0.003
2019-02-03,양천구,44,31,0.014,0.035,0.7,0.003
2019-02-03,영등포구,42,38,0.024,0.027,0.5,0.004
2019-02-03,용산구,40,29,0.013,0.033,0.6,0.003
2019-02-03,은평구,35,26,0.023,0.019,0.9,0.004
2019-02-03,종로구,37,24,0.017,0.03,0.7,0.003
2019-02-03,중구,35,25,0.018,0.031,0.7,0.003
2019-02-03,중랑구,34,26,0.017,0.024,0.6,0.007
2019-02-02,평균,59,36,0.008,0.043,0.7,0.004
2019-02-02,강남구,52,43,0.007,0.038,0.6,0.006
2019-02-02,강동구,59,40,0.01,0.041,0.6,0.004
2019-02-02,강북구,66,37,0.007,0.042,0.8,0.003
2019-02-02,강서구,66,33,0.008,0.05,0.7,0.004
2019-02-02,관악구,64,38,0.009,0.05,0.6,0.005
2019-02-02,광진구,57,38,0.006,0.042,0.7,0.004
2019-02-02,구로구,58,30,0.01,0.04,0.5,0.007
2019-02-02,금천구,56,35,0.015,0.039,0.6,0.004
2019-02-02,노원구,58,39,0.009,0.041,0.7,0.006
2019-02-02,도봉구,56,36,0.008,0.038,1.4,0.005
2019-02-02,동대문구,59,43,0.006,0.037,0.7,0.008
2019-02-02,동작구,59,35,0.011,0.047,0.6,0.003
2019-02-02,마포구,67,39,0.007,0.05,0.7,0.003
2019-02-02,서대문구,58,37,0.008,0.037,0.9,0.004
2019-02-02,서초구,53,27,0.009,0.042,0.4,0.003
2019-02-02,성동구,66,41,0.008,0.044,0.6,0.003
2019-02-02,성북구,58,33,0.005,0.054,1.1,0.004
2019-02-02,송파구,58,34,0.008,0.042,0.6,0.003
2019-02-02,양천구,64,35,0.007,0.051,0.7,0.004
2019-02-02,영등포구,62,39,0.009,0.039,0.5,0.004
2019-02-02,용산구,49,35,0.006,0.045,0.6,0.003
2019-02-02,은평구,59,31,0.013,0.036,0.8,0.005
2019-02-02,종로구,55,32,0.006,0.05,0.9,0.004
2019-02-02,중구,56,33,0.005,0.051,0.8,0.004
2019-02-02,중랑구,52,34,0.011,0.031,0.6,0.007
2019-02-01,평균,39,18,0.013,0.033,0.6,0.004
2019-02-01,강남구,34,21,0.012,0.03,0.6,0.006
2019-02-01,강동구,43,21,0.01,0.037,0.5,0.004
2019-02-01,강북구,43,18,0.018,0.024,0.6,0.003
2019-02-01,강서구,40,16,0.015,0.035,0.5,0.005
2019-02-01,관악구,44,23,0.012,0.039,0.5,0.005
2019-02-01,광진구,38,18,0.011,0.033,0.8,0.003
2019-02-01,구로구,36,11,0.012,0.032,0.3,0.007
2019-02-01,금천구,39,22,0.012,0.038,0.6,0.004
2019-02-01,노원구,42,21,0.012,0.033,0.7,0.006
2019-02-01,도봉구,35,15,0.019,0.023,1.1,0.004
2019-02-01,동대문구,41,20,0.015,0.027,0.5,0.008
2019-02-01,동작구,36,18,0.015,0.035,0.5,0.003
2019-02-01,마포구,42,17,0.011,0.031,0.5,0.003
2019-02-01,서대문구,38,19,0.011,0.029,0.9,0.005
2019-02-01,서초구,34,9,0.011,0.034,0.3,0.004
2019-02-01,성동구,47,21,0.012,0.037,0.6,0.003
2019-02-01,성북구,43,16,0.013,0.038,0.8,0.004
2019-02-01,송파구,38,15,0.01,0.037,0.5,0.004
2019-02-01,양천구,40,19,0.011,0.04,0.6,0.004
2019-02-01,영등포구,42,22,0.014,0.028,0.5,0.004
2019-02-01,용산구,29,16,0.009,0.038,0.6,0.003
2019-02-01,은평구,38,15,0.017,0.027,0.7,0.005
2019-02-01,종로구,37,16,0.013,0.035,0.7,0.004
2019-02-01,중구,35,16,0.014,0.034,0.5,0.004
2019-02-01,중랑구,36,19,0.011,0.032,0.6,0.007
2019-01-31,평균,72,21,0.017,0.023,0.5,0.005
2019-01-31,강남구,63,25,0.012,0.026,0.5,0.006
2019-01-31,강동구,65,25,0.01,0.034,0.5,0.005
2019-01-31,강북구,75,24,0.026,0.013,0.5,0.004
2019-01-31,강서구,71,18,0.02,0.022,0.4,0.005
2019-01-31,관악구,79,21,0.017,0.026,0.4,0.005
2019-01-31,광진구,77,23,0.013,0.029,1,0.004
2019-01-31,구로구,75,12,0.018,0.02,0.3,0.006
2019-01-31,금천구,63,21,0.018,0.026,0.4,0.004
2019-01-31,노원구,67,25,0.018,0.02,0.5,0.006
2019-01-31,도봉구,72,21,0.025,0.012,0.9,0.005
2019-01-31,동대문구,71,25,0.018,0.019,0.5,0.008
2019-01-31,동작구,67,22,0.017,0.028,0.4,0.004
2019-01-31,마포구,83,18,0.015,0.018,0.4,0.003
2019-01-31,서대문구,80,19,0.018,0.017,0.6,0.003
2019-01-31,서초구,74,11,0.018,0.025,0.2,0.005
2019-01-31,성동구,88,24,0.015,0.028,0.5,0.003
2019-01-31,성북구,75,22,0.018,0.026,0.6,0.004
2019-01-31,송파구,77,18,0.01,0.033,0.5,0.004
2019-01-31,양천구,69,20,0.017,0.026,0.5,0.004
2019-01-31,영등포구,76,22,0.015,0.021,0.4,0.004
2019-01-31,용산구,58,18,0.013,0.028,0.5,0.004
2019-01-31,은평구,84,20,0.021,0.019,0.6,0.006
2019-01-31,종로구,63,19,0.017,0.022,0.5,0.004
2019-01-31,중구,63,19,0.019,0.024,0.5,0.004
2019-01-31,중랑구,60,23,0.016,0.023,0.5,0.007
2019-01-30,평균,63,33,0.008,0.051,0.8,0.006
2019-01-30,강남구,58,42,0.005,0.05,0.7,0.006
2019-01-30,강동구,67,40,0.005,0.061,0.7,0.006
2019-01-30,강북구,63,32,0.014,0.039,0.7,0.004
2019-01-30,강서구,73,32,0.008,0.057,0.8,0.007
2019-01-30,관악구,71,38,0.007,0.06,0.6,0.006
2019-01-30,광진구,66,35,0.005,0.055,1.2,0.004
2019-01-30,구로구,65,29,0.007,0.048,0.5,0.008
2019-01-30,금천구,60,34,0.006,0.06,0.7,0.005
2019-01-30,노원구,62,36,0.009,0.049,0.8,0.007
2019-01-30,도봉구,61,33,0.016,0.035,1,0.005
2019-01-30,동대문구,57,36,0.008,0.048,0.8,0.009
2019-01-30,동작구,57,32,0.008,0.059,0.7,0.005
2019-01-30,마포구,71,34,0.006,0.039,0.7,0.003
2019-01-30,서대문구,58,33,0.009,0.041,1.1,0.006
2019-01-30,서초구,63,26,0.007,0.049,0.5,0.006
2019-01-30,성동구,74,38,0.006,0.057,0.7,0.004
2019-01-30,성북구,60,24,0.008,0.056,1,0.005
2019-01-30,송파구,66,32,0.005,0.061,0.8,0.005
2019-01-30,양천구,69,36,0.007,0.06,0.8,0.005
2019-01-30,영등포구,69,40,0.008,0.041,0.6,0.005
2019-01-30,용산구,50,30,0.004,0.057,0.7,0.004
2019-01-30,은평구,54,26,0.013,0.04,0.7,0.006
2019-01-30,종로구,56,27,0.009,0.052,0.8,0.005
2019-01-30,중구,54,26,0.009,0.054,0.7,0.005
2019-01-30,중랑구,59,33,0.007,0.045,0.7,0.008
2019-01-29,평균,67,23,0.008,0.043,0.7,0.005
2019-01-29,강남구,62,29,0.006,0.043,0.6,0.006
2019-01-29,강동구,65,25,0.006,0.048,0.6,0.005
2019-01-29,강북구,67,23,0.011,0.037,0.6,0.004
2019-01-29,강서구,76,23,0.009,0.047,0.7,0.007
2019-01-29,관악구,76,26,0.008,0.049,0.5,0.006
2019-01-29,광진구,71,24,0.006,0.044,1,0.004
2019-01-29,구로구,68,16,0.008,0.039,0.4,0.007
2019-01-29,금천구,62,25,0.007,0.049,0.7,0.005
2019-01-29,노원구,67,25,0.008,0.043,0.7,0.007
2019-01-29,도봉구,65,23,0.009,0.037,0.9,0.005
2019-01-29,동대문구,61,27,0.009,0.045,0.7,0.009
2019-01-29,동작구,63,23,0.009,0.049,0.6,0.004
2019-01-29,마포구,80,25,0.006,0.031,0.6,0.003
2019-01-29,서대문구,70,24,0.009,0.035,0.9,0.006
2019-01-29,서초구,68,15,0.007,0.045,0.4,0.005
2019-01-29,성동구,81,27,0.008,0.047,0.6,0.004
2019-01-29,성북구,67,21,0.007,0.051,0.9,0.005
